timestamp,source_region,destination_region,avg_latency_ms,min_latency_ms,max_latency_ms,packet_loss_percent,jitter_ms,throughput_mbps,retransmissions
2026-09-09T09:42:40.531412,us-east-1,us-west-2,66.008,65.972,66.04,0.0,0.017,219.0,669
2026-09-09T09:50:30.977461,us-east-1,us-west-2,66.118,65.988,67.885,0.0,0.406,307.0,213
2026-09-09T10:00:31.590680,us-east-1,us-west-2,66.186,65.122,83.341,0.0,3.95,297.0,115
2026-09-09T10:10:31.206674,us-east-1,us-west-2,65.34,65.137,68.389,0.0,0.7,326.0,589
2026-09-09T10:20:30.814443,us-east-1,us-west-2,65.596,65.122,73.392,0.0,1.788,273.0,962
2026-09-09T10:30:31.430188,us-east-1,us-west-2,65.175,65.12,65.292,0.0,0.04,291.0,1018
2026-09-09T10:40:20.644346,us-east-1,us-west-2,65.186,65.125,65.275,0.0,0.039,0,0
2026-09-09T10:50:31.260178,us-east-1,us-west-2,66.625,65.128,88.937,0.0,5.25,297.0,734
2026-09-09T11:00:30.879174,us-east-1,us-west-2,67.481,67.266,69.861,0.0,0.558,272.0,409
2026-09-09T11:10:31.489463,us-east-1,us-west-2,67.322,67.273,67.483,0.0,0.058,313.0,1473
2026-09-09T11:20:31.107684,us-east-1,us-west-2,66.998,65.123,100.92,0.0,7.784,239.0,832
2026-09-09T11:30:30.698764,us-east-1,us-west-2,68.42,67.234,89.411,0.0,4.817,303.0,825
2026-09-09T11:40:31.261677,us-east-1,us-west-2,59.271,58.757,68.153,0.0,2.038,248.0,614
2026-09-09T11:50:30.829175,us-east-1,us-west-2,54.723,54.673,54.811,0.0,0.033,261.0,478
2026-09-09T12:00:31.387256,us-east-1,us-west-2,60.857,60.374,66.844,0.0,1.423,214.0,747
2026-09-09T12:10:30.951404,us-east-1,us-west-2,62.135,62.035,62.827,0.0,0.176,273.0,1118
2026-09-09T12:20:31.539082,us-east-1,us-west-2,55.203,54.622,65.144,0.0,2.28,299.0,658
2026-09-09T12:30:31.087269,us-east-1,us-west-2,55.124,54.684,62.71,0.0,1.74,233.0,637
2026-09-09T12:40:30.631946,us-east-1,us-west-2,56.578,54.705,90.838,0.0,7.86,337.0,1328
2026-09-09T12:50:31.189596,us-east-1,us-west-2,54.852,54.719,56.593,0.0,0.4,290.0,455
2026-09-09T13:00:30.750094,us-east-1,us-west-2,55.061,54.742,60.038,0.0,1.147,543.0,635
2026-09-09T13:10:31.326647,us-east-1,us-west-2,54.798,54.727,55.235,0.0,0.107,328.0,378
2026-09-09T13:20:30.914442,us-east-1,us-west-2,54.731,54.694,54.826,0.0,0.028,378.0,990
2026-09-09T13:30:31.537254,us-east-1,us-west-2,54.747,54.677,55.039,0.0,0.077,299.0,944
2026-09-09T13:40:31.138284,us-east-1,us-west-2,54.742,54.694,54.901,0.0,0.058,346.0,603
2026-09-09T13:50:30.719758,us-east-1,us-west-2,54.73,54.68,54.989,0.0,0.065,293.0,778
2026-09-09T14:00:31.382316,us-east-1,us-west-2,55.154,54.685,61.146,0.0,1.396,365.0,669
2026-09-09T14:10:30.963738,us-east-1,us-west-2,54.786,54.689,55.371,0.0,0.159,214.0,1533
2026-09-09T14:20:31.557231,us-east-1,us-west-2,54.732,54.69,55.096,0.0,0.085,484.0,0
2026-09-09T14:30:31.113834,us-east-1,us-west-2,54.862,54.68,57.596,0.0,0.627,392.0,218
2026-09-09T14:40:30.693371,us-east-1,us-west-2,55.281,54.688,64.617,0.0,2.148,278.0,731
2026-09-09T14:50:31.242621,us-east-1,us-west-2,54.835,54.69,56.383,0.0,0.369,254.0,512
2026-09-09T15:00:30.799836,us-east-1,us-west-2,55.068,54.658,60.462,0.0,1.247,350.0,297
2026-09-09T15:10:31.349861,us-east-1,us-west-2,54.737,54.695,54.8,0.0,0.029,386.0,649
2026-09-09T15:20:30.898812,us-east-1,us-west-2,54.739,54.685,55.056,0.0,0.085,284.0,814
2026-09-09T15:30:31.491998,us-east-1,us-west-2,54.738,54.677,55.322,0.0,0.135,350.0,332
2026-09-09T15:40:31.113134,us-east-1,us-west-2,54.768,54.7,55.078,0.0,0.082,285.0,1101
2026-09-09T15:50:30.666179,us-east-1,us-west-2,55.509,54.674,70.029,0.0,3.331,217.0,1230
2026-09-09T16:00:31.270614,us-east-1,us-west-2,55.064,54.696,58.812,0.0,0.915,405.0,512
2026-09-09T16:10:30.818087,us-east-1,us-west-2,54.732,54.685,54.833,0.0,0.035,197.0,385
2026-09-09T16:20:31.369980,us-east-1,us-west-2,58.65,58.447,61.955,0.0,0.758,309.0,588
2026-09-09T16:30:30.957883,us-east-1,us-west-2,60.201,59.007,82.055,0.0,5.013,389.0,673
2026-09-09T16:40:31.495793,us-east-1,us-west-2,59.732,59.015,68.683,0.0,2.242,332.0,619
2026-09-09T16:50:31.039635,us-east-1,us-west-2,59.069,59.008,59.282,0.0,0.063,353.0,420
2026-09-09T17:00:30.592660,us-east-1,us-west-2,59.359,59.003,61.876,0.0,0.84,361.0,330
2026-09-09T17:10:31.200614,us-east-1,us-west-2,55.095,55.004,55.777,0.0,0.16,238.0,806
2026-09-09T17:20:30.740031,us-east-1,us-west-2,59.058,58.986,59.26,0.0,0.072,330.0,567
2026-09-09T17:30:31.320405,us-east-1,us-west-2,55.345,54.989,59.227,0.0,0.971,297.0,241
2026-09-09T17:40:30.875288,us-east-1,us-west-2,55.046,55.01,55.143,0.0,0.03,353.0,314
2026-09-09T17:50:31.422910,us-east-1,us-west-2,55.834,55.006,70.552,0.0,3.376,296.0,762
2026-09-09T18:00:30.985958,us-east-1,us-west-2,55.396,54.992,60.735,0.0,1.256,280.0,619
2026-09-09T18:10:31.567243,us-east-1,us-west-2,55.042,55.004,55.118,0.0,0.036,359.0,586
2026-09-09T18:20:31.118108,us-east-1,us-west-2,55.069,55.023,55.183,0.0,0.035,264.0,845
2026-09-09T18:30:30.648667,us-east-1,us-west-2,55.497,55.107,61.073,0.0,1.294,325.0,799
2026-09-09T18:40:31.214740,us-east-1,us-west-2,55.174,55.098,55.633,0.0,0.114,339.0,857
2026-09-09T18:50:30.745783,us-east-1,us-west-2,55.209,55.098,56.346,0.0,0.265,302.0,437
2026-09-09T19:00:31.329140,us-east-1,us-west-2,56.466,55.082,79.578,0.0,5.313,378.0,755
2026-09-09T19:10:30.860026,us-east-1,us-west-2,55.273,55.085,58.176,0.0,0.666,351.0,860
2026-09-09T19:20:31.423556,us-east-1,us-west-2,55.315,55.082,58.694,0.0,0.777,339.0,830
2026-09-09T19:30:31.086361,us-east-1,us-west-2,55.495,55.088,62.574,0.0,1.624,346.0,631
2026-09-09T19:40:30.619096,us-east-1,us-west-2,55.429,55.035,62.06,0.0,1.522,384.0,752
2026-09-09T19:50:31.155983,us-east-1,us-west-2,55.349,55.004,61.058,0.0,1.309,311.0,1164
2026-09-09T20:00:30.687342,us-east-1,us-west-2,55.227,55.045,56.254,0.0,0.334,325.0,530
2026-09-09T20:10:31.236307,us-east-1,us-west-2,55.111,55.064,55.263,0.0,0.042,295.0,1217
2026-09-09T20:20:30.793661,us-east-1,us-west-2,55.122,55.065,55.472,0.0,0.087,265.0,621
2026-09-09T20:30:31.643309,us-east-1,us-west-2,55.125,55.088,55.195,0.0,0.029,268.0,720
2026-09-09T20:40:31.221465,us-east-1,us-west-2,55.313,54.987,60.75,0.0,1.247,306.0,1565
2026-09-09T20:50:30.774355,us-east-1,us-west-2,55.169,54.968,56.886,0.0,0.399,311.0,849
2026-09-09T21:00:31.338227,us-east-1,us-west-2,55.266,55.004,58.328,0.0,0.733,291.0,715
2026-09-09T21:10:30.879623,us-east-1,us-west-2,55.821,55.009,70.378,0.0,3.339,290.0,861
2026-09-09T21:20:31.453713,us-east-1,us-west-2,55.113,55.0,56.592,0.0,0.34,156.0,35
2026-09-09T21:30:31.041917,us-east-1,us-west-2,55.154,55.062,55.778,0.0,0.153,382.0,605
2026-09-09T21:40:30.584914,us-east-1,us-west-2,55.105,55.041,55.429,0.0,0.079,253.0,966
2026-09-09T21:50:31.176502,us-east-1,us-west-2,55.601,55.05,65.337,0.0,2.233,268.0,1002
2026-09-09T22:00:30.726907,us-east-1,us-west-2,56.352,55.018,80.551,0.0,5.551,233.0,1198
